join_date,customer_key,first_name,last_name,gender,age,age_group,total_spend,total_orders,last_purchase_date,customer_status
2013-10-07,16189,Claudia,She,Female,32,30-44,5,1,2013-10-07,One-Time Buyer
2013-09-10,16190,Elizabeth,Diaz,Female,32,30-44,58,1,2013-09-10,One-Time Buyer
2013-05-02,16195,Chase,Cooper,Male,77,60+,78,1,2013-05-02,One-Time Buyer
2012-10-11,16196,Robert,Perez,Male,71,60+,4455,2,2013-10-13,Active
2013-03-09,16203,James,Hall,Male,42,30-44,97,1,2013-03-09,One-Time Buyer
2012-10-23,16206,Erin,Murphy,Female,53,45-59,2049,1,2012-10-23,Churned One-Time
2013-05-01,16215,Bianca,Zimmerman,Female,52,45-59,188,1,2013-05-01,One-Time Buyer
2013-09-12,16221,Jackson,Long,Male,51,45-59,39,1,2013-09-12,One-Time Buyer
2013-04-29,16222,Matthew,Jones,Male,50,45-59,4,1,2013-04-29,One-Time Buyer
2012-10-22,16228,Emily,Bryant,Female,50,45-59,2071,1,2012-10-22,Churned One-Time
2013-02-22,16230,Zachary,Zhang,Male,49,45-59,93,1,2013-02-22,Churned One-Time
2013-11-14,16239,Jesse,Hernandez,Male,48,45-59,69,1,2013-11-14,One-Time Buyer
2013-05-14,16247,Aaron,Hall,Male,34,30-44,29,1,2013-05-14,One-Time Buyer
2012-06-27,16253,Andrea,Stewart,Female,36,30-44,783,1,2012-06-27,Churned One-Time
2012-11-22,16263,Courtney,Hill,Female,37,30-44,2049,1,2012-11-22,Churned One-Time
2012-11-16,16265,Jacob,Clark,Male,38,30-44,2071,1,2012-11-16,Churned One-Time
2012-11-08,16273,Elijah,Chen,Male,31,30-44,2049,1,2012-11-08,Churned One-Time
2012-11-25,16278,Jeremy,Wood,Male,33,30-44,2071,1,2012-11-25,Churned One-Time
2012-11-25,16282,Jenny,Nath,Female,39,30-44,4540,2,2013-10-16,Active
2012-11-20,16287,Shawn,Pal,Male,37,30-44,2071,1,2012-11-20,Churned One-Time
2012-11-17,16296,Wyatt,Taylor,Male,42,30-44,4442,2,2013-10-07,Active
2013-07-22,16304,Arturo,Yang,Male,50,45-59,29,1,2013-07-22,One-Time Buyer
2013-09-30,16305,Alexandra,Robinson,Female,45,45-59,43,1,2013-09-30,One-Time Buyer
2013-07-18,16312,Jenna,Adams,Female,48,45-59,34,1,2013-07-18,One-Time Buyer
2013-10-09,16313,Sandra,Sun,Female,63,60+,34,1,2013-10-09,One-Time Buyer
2013-05-05,16314,Diane,Moreno,Female,62,60+,34,1,2013-05-05,One-Time Buyer
2013-12-25,16320,Ian,Bryant,Male,37,30-44,1775,1,2013-12-25,One-Time Buyer
2013-11-17,16321,Jose,Green,Male,54,45-59,34,1,2013-11-17,One-Time Buyer
2013-04-12,16337,George,Suri,Male,60,60+,36,1,2013-04-12,One-Time Buyer
2012-11-09,16347,Leslie,Dominguez,Female,32,30-44,1391,2,2013-05-04,Active
2013-06-14,16348,Jeffery,Lin,Male,28,Under 30,79,1,2013-06-14,One-Time Buyer
2012-11-01,16354,Gilbert,Andersen,Male,34,30-44,1372,2,2013-06-09,Active
2012-11-10,16355,Deanna,Patel,Female,28,Under 30,1323,2,2013-06-23,Active
2012-11-26,16357,Mayra,Lopez,Female,35,30-44,1337,2,2013-06-06,Active
2013-03-01,16365,Cedric,Li,Male,31,30-44,79,1,2013-03-01,One-Time Buyer
2013-04-12,16389,Xavier,Cox,Male,68,60+,84,1,2013-04-12,One-Time Buyer
2013-11-16,16404,Dylan,Coleman,Male,63,60+,133,1,2013-11-16,One-Time Buyer
2012-09-23,16405,Maria,Mitchell,Female,56,45-59,783,1,2012-09-23,Churned One-Time
2012-10-30,16406,Jackson,Shan,Male,62,60+,2071,1,2012-10-30,Churned One-Time
2013-05-30,16414,Kaitlyn,Reed,Female,60,60+,104,1,2013-05-30,One-Time Buyer
2013-06-08,16420,Rebekah,Mehta,Female,58,45-59,70,1,2013-06-08,One-Time Buyer
2012-11-05,16422,Mindy,Chander,Female,53,45-59,2049,1,2012-11-05,Churned One-Time
2013-10-05,16423,Evan,Gonzalez,Male,58,45-59,60,1,2013-10-05,One-Time Buyer
2012-10-23,16430,Stephanie,Ward,Female,58,45-59,783,1,2012-10-23,Churned One-Time
2013-07-24,16431,Stephanie,Young,Female,58,45-59,33,1,2013-07-24,One-Time Buyer
2013-05-21,16439,Alejandro,Shan,Male,56,45-59,27,1,2013-05-21,One-Time Buyer
2012-11-12,16454,Carson,Henderson,Male,39,30-44,4468,2,2013-10-01,Active
2012-11-27,16456,Brianna,Jenkins,Female,39,30-44,4533,2,2013-10-25,Active
2013-07-10,16462,Arianna,Coleman,Female,28,Under 30,110,1,2013-07-10,One-Time Buyer
2013-11-05,16463,Xavier,Rodriguez,Male,29,Under 30,35,1,2013-11-05,One-Time Buyer
2012-12-18,16472,Susan,Gao,Female,60,60+,1387,2,2013-12-26,Active
2012-12-18,16473,Mindy,Chande,Female,60,60+,1346,2,2013-11-30,Active
2012-12-08,16474,Gabriel,Lal,Male,49,45-59,1398,2,2013-12-28,Active
2013-04-09,16479,Sheila,Alvarez,Female,31,30-44,27,1,2013-04-09,One-Time Buyer
2013-04-29,16497,Stanley,Suri,Male,48,45-59,42,1,2013-04-29,One-Time Buyer
2013-06-13,16498,Johnathan,Rana,Male,53,45-59,37,1,2013-06-13,One-Time Buyer
2013-09-11,16976,Jay,Gill,Male,36,30-44,83,1,2013-09-11,One-Time Buyer
2013-12-04,16988,Wyatt,Jenkins,Male,38,30-44,554,1,2013-12-04,One-Time Buyer
2013-11-19,16993,Dylan,Taylor,Male,59,45-59,2,1,2013-11-19,One-Time Buyer
2013-05-05,16994,Hunter,Miller,Male,61,60+,2,1,2013-05-05,One-Time Buyer
2013-09-07,17001,Rebecca,Roberts,Female,70,60+,94,1,2013-09-07,One-Time Buyer
2013-10-13,17002,Sydney,Rodriguez,Female,69,60+,40,1,2013-10-13,One-Time Buyer
2013-08-23,17013,Ian,Stewart,Male,59,45-59,7,1,2013-08-23,One-Time Buyer
2013-05-08,17021,Lucas,Griffin,Male,56,45-59,40,1,2013-05-08,One-Time Buyer
2013-12-04,17035,Gabriella,Stewart,Female,54,45-59,70,1,2013-12-04,One-Time Buyer
2011-08-03,17037,Jonathan,Gonzales,Male,60,60+,3578,1,2011-08-03,Churned One-Time
2011-02-12,17043,Joseph,Brown,Male,53,45-59,3578,1,2011-02-12,Churned One-Time
2011-02-16,17045,Jimmy,Navarro,Male,58,45-59,3578,1,2011-02-16,Churned One-Time
2013-09-07,17046,Zachary,Thomas,Male,58,45-59,120,1,2013-09-07,One-Time Buyer
2013-10-10,17051,Isaiah,Evans,Male,57,45-59,21,1,2013-10-10,One-Time Buyer
2011-08-28,17052,Thomas,Young,Male,51,45-59,3578,1,2011-08-28,Churned One-Time
2013-11-04,17053,Franklin,Li,Male,45,45-59,68,1,2013-11-04,One-Time Buyer
2013-03-30,17055,Carol,Cox,Female,56,45-59,25,1,2013-03-30,One-Time Buyer
2013-08-08,17061,Blake,Rodriguez,Male,36,30-44,40,1,2013-08-08,One-Time Buyer
2011-02-16,17062,Kyle,Lopez,Male,36,30-44,6006,2,2013-11-01,Active
2011-02-27,17063,Xavier,Roberts,Male,42,30-44,5962,2,2013-11-27,Active
2011-02-08,17068,Olivia,Bennett,Female,33,30-44,5997,2,2013-11-18,Active
2013-11-27,17070,Jacob,Johnson,Male,36,30-44,554,1,2013-11-27,One-Time Buyer
2011-02-11,17071,Ian,Morris,Male,34,30-44,5997,2,2013-12-09,Active
2011-02-07,17077,Logan,Williams,Male,40,30-44,5997,2,2013-12-24,Active
2013-06-04,17078,Sarah,Williams,Female,41,30-44,21,1,2013-06-04,One-Time Buyer
2013-11-30,17080,Haley,Phillips,Female,34,30-44,40,1,2013-11-30,One-Time Buyer
2013-05-29,17088,Maria,Simmons,Female,29,Under 30,7,1,2013-05-29,One-Time Buyer
2013-06-27,17096,Natalie,Bryant,Female,30,30-44,2,1,2013-06-27,One-Time Buyer
2013-02-10,17102,Timothy,Bell,Male,30,30-44,79,1,2013-02-10,Churned One-Time
2013-11-29,17105,Hannah,Williams,Female,30,30-44,7,1,2013-11-29,One-Time Buyer
2013-03-12,17110,Leonard,Tang,Male,58,45-59,778,1,2013-03-12,One-Time Buyer
2011-03-07,17113,Savannah,Evans,Female,27,Under 30,3578,1,2011-03-07,Churned One-Time
2013-12-22,17119,Briana,JimΓö£┬«nez,Female,52,45-59,589,1,2013-12-22,One-Time Buyer
2013-04-09,17127,Anna,Johnson,Female,33,30-44,14,1,2013-04-09,One-Time Buyer
2013-12-01,17129,Jeremiah,Lee,Male,34,30-44,13,1,2013-12-01,One-Time Buyer
2011-08-13,17130,Justin,Griffin,Male,34,30-44,3578,1,2011-08-13,Churned One-Time
2013-12-08,17135,Terrance,Rana,Male,51,45-59,575,1,2013-12-08,One-Time Buyer
2013-10-13,17138,Kristi,Lopez,Female,38,30-44,7,1,2013-10-13,One-Time Buyer
2013-03-18,17144,Samuel,Gonzalez,Male,28,Under 30,14,1,2013-03-18,One-Time Buyer
2013-07-17,17145,Noah,Phillips,Male,33,30-44,15,1,2013-07-17,One-Time Buyer
2013-06-28,17152,Katherine,Walker,Female,39,30-44,5,1,2013-06-28,One-Time Buyer
2011-03-30,17153,Ian,Rivera,Male,39,30-44,6025,2,2013-12-20,Active
2011-08-14,17170,Lucas,Blue,Male,41,30-44,3578,1,2011-08-14,Churned One-Time
2011-08-22,17178,Cameron,Henderson,Male,40,30-44,3578,1,2011-08-22,Churned One-Time
2011-03-07,17180,Billy,Alvarez,Male,40,30-44,3578,1,2011-03-07,Churned One-Time
2011-03-22,17185,Madison,Russell,Female,37,30-44,3578,1,2011-03-22,Churned One-Time
2011-03-06,17194,Taylor,Davis,Female,49,45-59,6016,2,2013-12-21,Active
2011-04-27,17197,Timothy,Cox,Male,50,45-59,5985,2,2013-12-18,Active
2012-12-31,17205,Peter,Xu,Male,33,30-44,2419,1,2012-12-31,Churned One-Time
2013-04-17,17210,Krista,Carlson,Female,39,30-44,575,1,2013-04-17,One-Time Buyer
2013-04-15,17211,Meghan,Alan,Female,40,30-44,564,1,2013-04-15,One-Time Buyer
2013-04-11,17212,Randall,Suarez,Male,39,30-44,540,1,2013-04-11,One-Time Buyer
2013-02-01,17227,Sebastian,Ramirez,Male,52,45-59,60,1,2013-02-01,Churned One-Time
2013-08-27,17228,Caleb,Wang,Male,51,45-59,60,1,2013-08-27,One-Time Buyer
2013-08-21,17230,Samantha,Wilson,Female,46,45-59,27,1,2013-08-21,One-Time Buyer
2011-04-12,17247,Alexa,Gray,Female,46,45-59,5976,2,2013-12-23,Active
2013-06-14,17252,Joe,Rubio,Male,45,45-59,5,1,2013-06-14,One-Time Buyer
2013-07-02,17254,Jeremiah,Green,Male,39,30-44,14,1,2013-07-02,One-Time Buyer
2011-04-08,17260,Samuel,Mitchell,Male,40,30-44,6118,2,2013-12-22,Active
2013-10-28,17262,Stephanie,Griffin,Female,46,45-59,28,1,2013-10-28,One-Time Buyer
2013-05-27,17404,Jaclyn,Sharma,Female,31,30-44,2419,1,2013-05-27,One-Time Buyer
2013-02-20,17411,Cheryl,Gill,Female,31,30-44,60,1,2013-02-20,Churned One-Time
2011-07-15,17420,Cheryl,Suarez,Female,46,45-59,4564,2,2013-09-15,Active
2011-07-22,17421,Tracy,Chapman,Female,45,45-59,4534,2,2013-10-13,Active
2013-06-12,17422,Monica,Gonzalez,Female,29,Under 30,776,1,2013-06-12,One-Time Buyer
2013-10-11,17427,Melvin,Xie,Male,30,30-44,60,1,2013-10-11,One-Time Buyer
2013-11-20,17429,Ebony,Alvarez,Female,31,30-44,604,1,2013-11-20,One-Time Buyer
2013-12-04,17439,Heidi,Sanchez,Female,32,30-44,575,1,2013-12-04,One-Time Buyer
2013-11-10,17446,Shaun,She,Male,32,30-44,34,1,2013-11-10,One-Time Buyer
2013-11-05,17452,Nichole,Chander,Female,45,45-59,30,1,2013-11-05,One-Time Buyer
2013-04-15,17453,Alexandra,Young,Female,46,45-59,70,1,2013-04-15,One-Time Buyer
2013-06-17,14401,Kyle,Jai,Male,36,30-44,2469,1,2013-06-17,One-Time Buyer
2013-06-18,14410,Theodore,Gutierrez,Male,34,30-44,2384,1,2013-06-18,One-Time Buyer
2013-10-29,14425,Ian,Roberts,Male,41,30-44,72,1,2013-10-29,One-Time Buyer
2013-06-09,14426,Zachary,Diaz,Male,36,30-44,2438,1,2013-06-09,One-Time Buyer
2013-06-10,14427,Tristan,Foster,Male,42,30-44,2419,1,2013-06-10,One-Time Buyer
2013-07-16,14433,Kellie,Gomez,Female,42,30-44,1250,1,2013-07-16,One-Time Buyer
2013-11-01,14434,Zachary,Kumar,Male,42,30-44,5,1,2013-11-01,One-Time Buyer
2011-06-14,14970,Jason,Parker,Male,44,30-44,4650,2,2013-10-15,Active
2011-06-02,14976,Ebony,Gutierrez,Female,45,45-59,5807,2,2013-07-16,Active
2012-04-06,14992,Arianna,Hayes,Female,40,30-44,2846,2,2013-06-07,Active
2013-06-01,15001,Connor,Lopez,Male,42,30-44,32,1,2013-06-01,One-Time Buyer
2011-10-23,15019,Zachary,Thompson,Male,49,45-59,5869,2,2013-07-06,Active
2012-02-27,15028,Michele,Luo,Female,38,30-44,1938,2,2013-10-28,Active
2013-02-05,15033,Leslie,Ruiz,Female,37,30-44,7,1,2013-02-05,Churned One-Time
2011-09-30,15042,Gloria,Torres,Female,50,45-59,5861,2,2013-07-18,Active
2013-04-20,15045,Gavin,Hughes,Male,41,30-44,87,1,2013-04-20,One-Time Buyer
2012-07-02,15050,Christopher,White,Male,41,30-44,2182,1,2012-07-02,Churned One-Time
2011-11-21,15058,Barry,Subram,Male,43,30-44,5927,2,2013-07-23,Active
2011-11-20,15061,Kyle,Edwards,Male,37,30-44,5794,2,2013-07-11,Active
2013-11-18,15068,Erin,Morgan,Female,52,45-59,65,1,2013-11-18,One-Time Buyer
2013-11-24,15078,Isaac,Collins,Male,45,45-59,7,1,2013-11-24,One-Time Buyer
2013-03-31,15103,Ana,Wood,Female,48,45-59,147,1,2013-03-31,One-Time Buyer
2013-06-18,15119,Ashley,Butler,Female,55,45-59,35,1,2013-06-18,One-Time Buyer
2013-06-11,15125,Riley,James,Female,47,45-59,65,1,2013-06-11,One-Time Buyer
2012-03-25,15143,Micheal,Dominguez,Male,47,45-59,1952,2,2013-09-12,Active
2013-07-04,15144,Michele,Mehta,Female,48,45-59,124,1,2013-07-04,One-Time Buyer
2013-09-14,15160,Virginia,Raman,Female,50,45-59,70,1,2013-09-14,One-Time Buyer
2012-04-11,15161,Leonard,Lal,Male,50,45-59,1938,2,2013-11-20,Active
2012-04-10,15162,Wayne,Raji,Male,42,30-44,1903,2,2013-09-04,Active
2013-12-24,15167,Brett,Van,Male,52,45-59,129,1,2013-12-24,One-Time Buyer
2012-04-27,15168,Jaclyn,Zhao,Female,49,45-59,1903,2,2013-08-29,Active
2013-10-02,15177,Jason,Hayes,Male,27,Under 30,5,1,2013-10-02,One-Time Buyer
2013-09-07,15178,Nicole,Simmons,Female,27,Under 30,29,1,2013-09-07,One-Time Buyer
2013-04-07,15185,Louis,Lal,Male,31,30-44,36,1,2013-04-07,One-Time Buyer
2012-04-26,15193,Noah,Hill,Male,64,60+,1903,2,2013-10-22,Active
2013-12-06,15195,Miguel,Brown,Male,31,30-44,67,1,2013-12-06,One-Time Buyer
2012-09-06,15203,Haley,Simmons,Female,39,30-44,2749,2,2013-07-09,Active
2013-10-21,15204,Nicole,Hall,Female,40,30-44,189,1,2013-10-21,One-Time Buyer
2013-06-25,15209,Sharon,Anand,Female,49,45-59,49,1,2013-06-25,One-Time Buyer
2013-09-09,15210,Jan,Cox,Female,27,Under 30,2384,1,2013-09-09,One-Time Buyer
2013-04-02,15211,Clinton,Gill,Male,27,Under 30,554,1,2013-04-02,One-Time Buyer
2013-07-15,15217,Ebony,Subram,Female,30,30-44,93,1,2013-07-15,One-Time Buyer
2013-04-12,15219,Barry,Patel,Male,35,30-44,6,1,2013-04-12,One-Time Buyer
2013-07-09,15227,Michele,Andersen,Female,35,30-44,5,1,2013-07-09,One-Time Buyer
2013-10-28,15228,Joe,Gutierrez,Male,36,30-44,1710,1,2013-10-28,One-Time Buyer
2013-10-14,15229,Carolyn,Perez,Female,35,30-44,1701,1,2013-10-14,One-Time Buyer
2012-01-22,15242,James,Lal,Male,34,30-44,3320,2,2013-11-06,Active
2013-04-21,15243,Isabella,Lewis,Female,33,30-44,68,1,2013-04-21,One-Time Buyer
2013-08-29,15245,Jordan,Hughes,Male,41,30-44,49,1,2013-08-29,One-Time Buyer
2013-06-11,15254,Dalton,Wright,Male,52,45-59,34,1,2013-06-11,One-Time Buyer
2013-10-06,15259,Angelica,Powell,Female,47,45-59,36,1,2013-10-06,One-Time Buyer
2013-05-20,15261,Ryan,Jackson,Male,42,30-44,93,1,2013-05-20,One-Time Buyer
2013-04-20,15262,Brooke,Watson,Female,52,45-59,195,1,2013-04-20,One-Time Buyer
2013-08-23,15270,Chloe,Moore,Female,50,45-59,14,1,2013-08-23,One-Time Buyer
2013-07-25,15271,Hailey,Bailey,Female,51,45-59,5,1,2013-07-25,One-Time Buyer
2013-07-10,15276,Miguel,Johnson,Male,49,45-59,27,1,2013-07-10,One-Time Buyer
2013-02-03,15279,Jon,Wu,Male,38,30-44,30,1,2013-02-03,Churned One-Time
2012-02-16,15296,Toni,Kapoor,Female,36,30-44,3299,2,2013-12-03,Active
2012-02-14,15302,Isaiah,Hall,Male,36,30-44,4484,2,2013-08-14,Active
2012-03-09,15310,Julian,Powell,Male,33,30-44,2800,2,2013-01-20,Churned
2012-10-29,15311,Kaitlyn,Garcia,Female,38,30-44,2182,1,2012-10-29,Churned One-Time
2012-03-27,15318,Amanda,Wright,Female,39,30-44,2862,2,2013-02-14,Churned
2012-02-29,15321,Brianna,Diaz,Female,40,30-44,4464,2,2013-08-27,Active
2012-03-25,15326,Tyler,Robinson,Male,32,30-44,4478,2,2013-08-24,Active
2013-05-06,15334,Alexandria,Alexander,Female,42,30-44,32,1,2013-05-06,One-Time Buyer
2013-09-28,15335,Ross,Blanco,Male,42,30-44,27,1,2013-09-28,One-Time Buyer
2013-08-08,15346,Connor,Baker,Male,42,30-44,49,1,2013-08-08,One-Time Buyer
2012-04-23,15352,Emma,Moore,Female,43,30-44,2800,2,2013-04-11,Active
2013-05-15,15359,Mason,Gonzalez,Male,81,60+,23,1,2013-05-15,One-Time Buyer
2013-10-18,15377,Anthony,Martinez,Male,55,45-59,122,1,2013-10-18,One-Time Buyer
2013-12-01,15378,Isabelle,Foster,Female,55,45-59,40,1,2013-12-01,One-Time Buyer
2012-04-23,17725,Marvin,Navarro,Male,33,30-44,2049,1,2012-04-23,Churned One-Time
2013-04-26,17726,Edward,Jenkins,Male,33,30-44,79,1,2013-04-26,One-Time Buyer
2013-11-24,17727,Kelli,Liang,Female,28,Under 30,778,1,2013-11-24,One-Time Buyer
2013-04-21,17732,Jermaine,Subram,Male,34,30-44,2452,1,2013-04-21,One-Time Buyer
2013-05-08,17736,Kimberly,Morgan,Female,29,Under 30,2420,1,2013-05-08,One-Time Buyer
2013-12-15,17742,Bruce,Dominguez,Male,34,30-44,1169,1,2013-12-15,One-Time Buyer
2013-09-30,17743,Erick,Vance,Male,35,30-44,2428,1,2013-09-30,One-Time Buyer
2012-06-14,17757,Stacey,Hee,Female,38,30-44,3218,2,2013-12-03,Active
2012-06-16,17758,Ronald,Rodriguez,Male,36,30-44,2611,2,2013-01-23,Churned
2011-05-11,17766,Abigail,Gonzales,Female,34,30-44,3578,1,2011-05-11,Churned One-Time
2013-05-26,17768,Gilbert,Hu,Male,32,30-44,70,1,2013-05-26,One-Time Buyer
2013-06-25,17774,Gerald,Malhotra,Male,48,45-59,128,1,2013-06-25,One-Time Buyer
2011-05-07,17775,Latasha,Rowe,Female,37,30-44,3578,1,2011-05-07,Churned One-Time
2013-07-06,16867,Sergio,Raman,Male,30,30-44,2398,1,2013-07-06,One-Time Buyer
2013-12-17,16873,Ivan,Martinez,Male,29,Under 30,2393,1,2013-12-17,One-Time Buyer
2013-03-11,16875,Randy,Zhao,Male,30,30-44,1288,1,2013-03-11,One-Time Buyer
2013-08-11,16880,Kelvin,Chander,Male,31,30-44,1314,1,2013-08-11,One-Time Buyer
2013-12-16,16882,Raul,Nath,Male,41,30-44,777,1,2013-12-16,One-Time Buyer
2013-09-12,16891,Kyle,Evans,Male,47,45-59,561,1,2013-09-12,One-Time Buyer
2013-03-11,17607,Joshua,Wilson,Male,52,45-59,8,1,2013-03-11,One-Time Buyer
2013-10-16,17610,Jose,Harris,Male,51,45-59,64,1,2013-10-16,One-Time Buyer
2013-12-17,17618,Noah,Davis,Male,51,45-59,179,1,2013-12-17,One-Time Buyer
2011-05-24,17619,Katelyn,Bailey,Female,44,30-44,3578,1,2011-05-24,Churned One-Time
2013-03-22,17624,Marcus,Turner,Male,44,30-44,27,1,2013-03-22,One-Time Buyer
2011-05-27,17626,Logan,Griffin,Male,49,45-59,3578,1,2011-05-27,Churned One-Time
2013-07-23,17641,Bryce,Cook,Male,36,30-44,70,1,2013-07-23,One-Time Buyer
2011-05-12,17652,Lauren,Brown,Female,38,30-44,3578,1,2011-05-12,Churned One-Time
2011-08-29,17657,Lucas,Murphy,Male,39,30-44,3578,1,2011-08-29,Churned One-Time
2011-07-09,18237,Eric,Young,Male,45,45-59,4329,2,2013-08-26,Active
2011-07-30,18253,Alex,Parker,Male,46,45-59,4389,2,2013-09-27,Active
2011-07-30,18259,Makayla,James,Female,52,45-59,4329,2,2013-09-27,Active
2011-07-23,18262,Robert,Turner,Male,73,60+,4320,2,2013-10-13,Active
2013-04-05,18267,Lucas,Anderson,Male,47,45-59,40,1,2013-04-05,One-Time Buyer
2013-07-24,18268,Jordan,Perez,Female,42,30-44,5,1,2013-07-24,One-Time Buyer
2013-10-05,18270,Vanessa,Griffin,Female,48,45-59,4,1,2013-10-05,One-Time Buyer
2011-07-06,18276,Taylor,Thomas,Female,55,45-59,4329,2,2013-09-30,Active
2013-10-28,18295,Allison,Cooper,Female,47,45-59,554,1,2013-10-28,One-Time Buyer
2013-05-27,18301,Joe,Madan,Male,42,30-44,2419,1,2013-05-27,One-Time Buyer
2013-05-06,18303,Carolyn,Fernandez,Female,44,30-44,23,1,2013-05-06,One-Time Buyer
2013-05-07,18309,Phillip,Vance,Male,33,30-44,2438,1,2013-05-07,One-Time Buyer
2013-05-25,18318,James,Hill,Male,50,45-59,2438,1,2013-05-25,One-Time Buyer
2013-05-09,18319,Edgar,Perez,Male,49,45-59,2384,1,2013-05-09,One-Time Buyer
2011-08-10,18327,Victoria,Diaz,Female,28,Under 30,3578,1,2011-08-10,Churned One-Time
2013-08-16,18329,Jason,Alexander,Male,28,Under 30,50,1,2013-08-16,One-Time Buyer
2011-08-14,18335,Paige,Howard,Female,29,Under 30,3578,1,2011-08-14,Churned One-Time
2013-09-07,18342,Lucas,Stewart,Male,29,Under 30,99,1,2013-09-07,One-Time Buyer
2013-08-11,18343,Cassie,Anand,Female,67,60+,801,1,2013-08-11,One-Time Buyer
2013-12-26,18345,Gilbert,Ye,Male,65,60+,549,1,2013-12-26,One-Time Buyer
2013-12-27,18346,Randall,Diaz,Male,55,45-59,575,1,2013-12-27,One-Time Buyer
2011-08-15,18351,Julia,Thompson,Female,42,30-44,3578,1,2011-08-15,Churned One-Time
2013-10-11,18352,Jason,Hall,Male,43,30-44,120,1,2013-10-11,One-Time Buyer
2011-08-08,18353,Lydia,Gonzalez,Female,42,30-44,3578,1,2011-08-08,Churned One-Time
2013-10-31,18359,Priscilla,Chande,Female,39,30-44,2384,1,2013-10-31,One-Time Buyer
2013-11-02,18361,Bryant,Rodriguez,Male,34,30-44,2418,1,2013-11-02,One-Time Buyer
2013-12-13,18370,Arturo,He,Male,29,Under 30,2422,1,2013-12-13,One-Time Buyer
2013-10-01,18371,Mason,Kelly,Male,80,60+,98,1,2013-10-01,One-Time Buyer
2013-11-11,18379,Dominic,Vance,Male,43,30-44,40,1,2013-11-11,One-Time Buyer
2013-12-08,18393,Tamara,Andersen,Female,42,30-44,2393,1,2013-12-08,One-Time Buyer
2013-01-29,18394,Sheena,Rai,Female,44,30-44,23,1,2013-01-29,Churned One-Time
2013-12-05,18396,Lydia,Rana,Female,74,60+,14,1,2013-12-05,One-Time Buyer
2013-07-31,18409,Heather,Chen,Female,28,Under 30,54,1,2013-07-31,One-Time Buyer
2013-10-07,18420,Carrie,Vazquez,Female,31,30-44,54,1,2013-10-07,One-Time Buyer
2013-02-04,18426,Tommy,Xie,Male,33,30-44,23,1,2013-02-04,Churned One-Time
2013-10-12,18427,Neil,Gomez,Male,33,30-44,25,1,2013-10-12,One-Time Buyer
2013-05-17,18428,Wesley,Chen,Male,33,30-44,21,1,2013-05-17,One-Time Buyer
2013-04-05,18434,Thomas,King,Male,27,Under 30,1289,1,2013-04-05,One-Time Buyer
2013-07-17,15479,Sara,Collins,Female,60,60+,49,1,2013-07-17,One-Time Buyer
2012-04-01,15486,Jason,Bryant,Male,62,60+,2813,2,2013-04-16,Active
2012-04-16,15488,Vincent,Ma,Male,62,60+,4456,2,2013-08-05,Active
2013-10-04,15502,Allison,Parker,Female,60,60+,99,1,2013-10-04,One-Time Buyer
2013-09-04,15503,Taylor,Brown,Female,60,60+,27,1,2013-09-04,One-Time Buyer
2012-06-03,15504,Jeremiah,Townsend,Male,53,45-59,1000,1,2012-06-03,Churned One-Time
2012-12-07,16505,Rebecca,Lopez,Female,32,30-44,2071,1,2012-12-07,Churned One-Time
2013-08-28,16506,Bonnie,Skelly,Female,32,30-44,25,1,2013-08-28,One-Time Buyer
2013-07-05,16514,Cara,Zheng,Female,51,45-59,563,1,2013-07-05,One-Time Buyer
2013-05-18,16521,Francis,Navarro,Male,49,45-59,79,1,2013-05-18,One-Time Buyer
2012-11-25,16537,Victoria,Wilson,Female,33,30-44,783,1,2012-11-25,Churned One-Time
2013-12-23,16549,Mason,Green,Male,36,30-44,27,1,2013-12-23,One-Time Buyer
2012-12-16,16555,Jordyn,West,Female,42,30-44,2071,1,2012-12-16,Churned One-Time
2012-12-10,16556,Isabella,Alexander,Female,47,45-59,2049,1,2012-12-10,Churned One-Time
2013-06-28,16564,Devin,Bennett,Male,49,45-59,84,1,2013-06-28,One-Time Buyer
2013-04-30,18437,Adriana,Raman,Female,47,45-59,29,1,2013-04-30,One-Time Buyer
2013-04-19,18443,Damien,Yuan,Male,44,30-44,34,1,2013-04-19,One-Time Buyer
2013-10-08,18445,Beth,Blanco,Female,51,45-59,25,1,2013-10-08,One-Time Buyer
2013-09-07,18446,Bonnie,Lal,Female,70,60+,182,1,2013-09-07,One-Time Buyer
2012-09-16,18451,Bradley,Chande,Male,65,60+,2049,1,2012-09-16,Churned One-Time
2013-09-03,18454,Victor,Vazquez,Male,27,Under 30,742,1,2013-09-03,One-Time Buyer
2013-09-14,18459,Danny,Moreno,Male,31,30-44,811,1,2013-09-14,One-Time Buyer
2013-09-06,18461,Andres,Chander,Male,31,30-44,751,1,2013-09-06,One-Time Buyer
2013-10-19,18462,Colin,Xu,Male,30,30-44,777,1,2013-10-19,One-Time Buyer
2013-09-30,18463,Clinton,Hernandez,Male,28,Under 30,855,1,2013-09-30,One-Time Buyer
2011-06-04,18468,Monica,Mehta,Female,41,30-44,3375,1,2011-06-04,Churned One-Time
2013-06-16,18470,Dominique,Saunders,Female,36,30-44,2393,1,2013-06-16,One-Time Buyer
2013-12-05,18471,Nathan,Roberts,n/a,42,30-44,60,1,2013-12-05,One-Time Buyer
2013-06-18,18478,Neil,Ruiz,n/a,48,45-59,2428,1,2013-06-18,One-Time Buyer
